States,Years,Quarter,RegisteredUsers,Districts,AppOpens
chhattisgarh,2020,4,15750,narayanpur district,421492
chhattisgarh,2020,4,92301,kanker district,2228681
chhattisgarh,2020,4,88889,korea district,2406865
chhattisgarh,2020,4,65436,mungeli district,1341069
chhattisgarh,2020,4,384115,bilaspur district,9161691
chhattisgarh,2020,4,68062,balrampur district,1962238
chhattisgarh,2020,4,32020,bijapur district,1041505
chhattisgarh,2020,4,83243,bemetara district,1751930
chhattisgarh,2020,4,99717,bastar district,2428240
chhattisgarh,2020,4,52463,kondagaon district,1246665
chhattisgarh,2020,4,129536,mahasamund district,3358580
chhattisgarh,2021,1,106354,dhamtari district,2232426
chhattisgarh,2021,1,243030,korba district,7257892
chhattisgarh,2021,1,96117,surajpur district,2611995
chhattisgarh,2021,1,178486,baloda bazar district,4204907
chhattisgarh,2021,1,29547,sukma district,879035
chhattisgarh,2021,1,306712,raigarh district,8346426
chhattisgarh,2021,1,301931,janjgir champa district,9881334
chhattisgarh,2021,1,96584,jashpur district,2306566
chhattisgarh,2021,1,107814,balod district,2315276
chhattisgarh,2021,1,96069,kabirdham district,2239620
chhattisgarh,2021,1,147969,surguja district,4112955
chhattisgarh,2021,1,43171,dantewada district,1131007
chhattisgarh,2021,1,61687,gariyaband district,1473412
chhattisgarh,2021,1,498453,durg district,14831934
chhattisgarh,2021,1,200572,rajnandgaon district,4865613
chhattisgarh,2021,1,800224,raipur district,24692422
chhattisgarh,2021,1,17030,narayanpur district,425638
chhattisgarh,2021,1,99897,kanker district,2351676
chhattisgarh,2021,1,96149,korea district,2685639
chhattisgarh,2021,1,70557,mungeli district,1531522
chhattisgarh,2021,1,413692,bilaspur district,11193132
chhattisgarh,2021,1,73826,balrampur district,2249510
chhattisgarh,2021,1,34702,bijapur district,1108201
chhattisgarh,2021,1,89481,bemetara district,1910858
chhattisgarh,2021,1,107818,bastar district,2740623
chhattisgarh,2021,1,57107,kondagaon district,1323116
chhattisgarh,2021,1,139572,mahasamund district,3745969
chhattisgarh,2021,2,113769,dhamtari district,4464656
chhattisgarh,2021,2,260168,korba district,11814325
chhattisgarh,2021,2,103184,surajpur district,6798211
chhattisgarh,2021,2,191114,baloda bazar district,8378757
chhattisgarh,2021,2,31825,sukma district,2245148
chhattisgarh,2021,2,328664,raigarh district,12301515
chhattisgarh,2021,2,322297,janjgir champa district,14544124
chhattisgarh,2021,2,104482,jashpur district,7710351
chhattisgarh,2021,2,115485,balod district,5155212
chhattisgarh,2021,2,103257,kabirdham district,5323462
chhattisgarh,2021,2,158949,surguja district,6989066
chhattisgarh,2021,2,46424,dantewada district,2354791
chhattisgarh,2021,2,66482,gariyaband district,4445890
chhattisgarh,2021,2,531550,durg district,12403562
chhattisgarh,2021,2,215143,rajnandgaon district,10469078
chhattisgarh,2021,2,855848,raipur district,24005556
chhattisgarh,2021,2,18307,narayanpur district,996566
chhattisgarh,2021,2,107701,kanker district,6443903
chhattisgarh,2021,2,103611,korea district,6376837
chhattisgarh,2021,2,75644,mungeli district,3600246
chhattisgarh,2021,2,442330,bilaspur district,14110873
chhattisgarh,2021,2,79703,balrampur district,8600032
chhattisgarh,2021,2,37320,bijapur district,2519855
chhattisgarh,2021,2,96198,bemetara district,5123252
chhattisgarh,2021,2,115879,bastar district,5575817
chhattisgarh,2021,2,61738,kondagaon district,4297614
chhattisgarh,2021,2,149983,mahasamund district,8736018
chhattisgarh,2021,3,122349,dhamtari district,5603133
chhattisgarh,2021,3,279897,korba district,16623063
chhattisgarh,2021,3,111753,surajpur district,9477903
chhattisgarh,2021,3,205941,baloda bazar district,10767066
chhattisgarh,2021,3,34529,sukma district,3197451
chhattisgarh,2021,3,354087,raigarh district,17052359
chhattisgarh,2021,3,346366,janjgir champa district,17403707
chhattisgarh,2021,3,113637,jashpur district,9804141
chhattisgarh,2021,3,124200,balod district,6355356
chhattisgarh,2021,3,111708,kabirdham district,6730485
chhattisgarh,2021,3,171276,surguja district,10031433
chhattisgarh,2021,3,50242,dantewada district,3121282
chhattisgarh,2021,3,71885,gariyaband district,6272737
chhattisgarh,2021,3,568361,durg district,16727312
chhattisgarh,2021,3,232140,rajnandgaon district,14066183
chhattisgarh,2021,3,917950,raipur district,34032629
chhattisgarh,2021,3,19877,narayanpur district,1332425
chhattisgarh,2021,3,116559,kanker district,8813895
chhattisgarh,2021,3,111913,korea district,8619169
chhattisgarh,2021,3,81387,mungeli district,4340738
chhattisgarh,2021,3,474660,bilaspur district,19564262
chhattisgarh,2021,3,86704,balrampur district,11635114
chhattisgarh,2021,3,40492,bijapur district,3474467
chhattisgarh,2021,3,103776,bemetara district,5967838
chhattisgarh,2021,3,125186,bastar district,7716420
chhattisgarh,2021,3,67316,kondagaon district,6141062
chhattisgarh,2021,3,161893,mahasamund district,11614446
chhattisgarh,2021,4,130540,dhamtari district,4563914
chhattisgarh,2021,4,299191,korba district,15291693
chhattisgarh,2021,4,119950,surajpur district,5888039
chhattisgarh,2021,4,220188,baloda bazar district,9299441
chhattisgarh,2021,4,37238,sukma district,1683971
chhattisgarh,2021,4,378507,raigarh district,18123023
chhattisgarh,2021,4,368980,janjgir champa district,19120514
chhattisgarh,2021,4,122371,jashpur district,5203432
chhattisgarh,2021,4,132353,balod district,4855195
chhattisgarh,2021,4,119692,kabirdham district,4796979
chhattisgarh,2021,4,183559,surguja district,9370119
chhattisgarh,2021,4,53888,dantewada district,2137469
chhattisgarh,2021,4,77202,gariyaband district,3266847
chhattisgarh,2021,4,604621,durg district,26669512
chhattisgarh,2021,4,248230,rajnandgaon district,10157759
chhattisgarh,2021,4,979741,raipur district,44316810
chhattisgarh,2021,4,21314,narayanpur district,840302
chhattisgarh,2021,4,125415,kanker district,4897534
chhattisgarh,2021,4,120005,korea district,5630126
chhattisgarh,2021,4,87075,mungeli district,3539284
chhattisgarh,2021,4,506449,bilaspur district,23402865
chhattisgarh,2021,4,93661,balrampur district,5017173
chhattisgarh,2021,4,43663,bijapur district,2174445
chhattisgarh,2021,4,111174,bemetara district,3953868
chhattisgarh,2021,4,134164,bastar district,6108764
chhattisgarh,2021,4,72791,kondagaon district,3197223
chhattisgarh,2021,4,173519,mahasamund district,8246282
chhattisgarh,2022,1,138724,dhamtari district,9304051
chhattisgarh,2022,1,317604,korba district,28555879
chhattisgarh,2022,1,128121,surajpur district,18928338
chhattisgarh,2022,1,234464,baloda bazar district,17052096
chhattisgarh,2022,1,39721,sukma district,5650530
chhattisgarh,2022,1,403164,raigarh district,28569591
chhattisgarh,2022,1,392285,janjgir champa district,17826573
chhattisgarh,2022,1,131014,jashpur district,23052569
chhattisgarh,2022,1,140692,balod district,11029061
chhattisgarh,2022,1,127669,kabirdham district,11532414
chhattisgarh,2022,1,195440,surguja district,18501509
chhattisgarh,2022,1,57389,dantewada district,5840979
chhattisgarh,2022,1,82487,gariyaband district,13703262
chhattisgarh,2022,1,639688,durg district,13567777
chhattisgarh,2022,1,264326,rajnandgaon district,25331975
chhattisgarh,2022,1,1038105,raipur district,34404453
chhattisgarh,2022,1,22756,narayanpur district,3394010
chhattisgarh,2022,1,133857,kanker district,20092568
chhattisgarh,2022,1,127890,korea district,16324553
chhattisgarh,2022,1,92691,mungeli district,7216878
chhattisgarh,2022,1,537617,bilaspur district,24822855
chhattisgarh,2022,1,100226,balrampur district,26814683
chhattisgarh,2022,1,46540,bijapur district,6589775
chhattisgarh,2022,1,118600,bemetara district,11001712
chhattisgarh,2022,1,142818,bastar district,14540720
chhattisgarh,2022,1,77846,kondagaon district,14700267
chhattisgarh,2022,1,185227,mahasamund district,20154360
chhattisgarh,2022,2,146066,dhamtari district,10333093
chhattisgarh,2022,2,334672,korba district,30776047
chhattisgarh,2022,2,135353,surajpur district,19497362
chhattisgarh,2022,2,247634,baloda bazar district,18334461
chhattisgarh,2022,2,41978,sukma district,6331208
chhattisgarh,2022,2,425526,raigarh district,32543452
chhattisgarh,2022,2,414133,janjgir champa district,18022797
chhattisgarh,2022,2,138518,jashpur district,28640812
chhattisgarh,2022,2,147930,balod district,13306306
chhattisgarh,2022,2,134783,kabirdham district,11978258
chhattisgarh,2022,2,206354,surguja district,22236587
chhattisgarh,2022,2,60561,dantewada district,6738887
chhattisgarh,2022,2,86939,gariyaband district,13235943
chhattisgarh,2022,2,672947,durg district,13445249
chhattisgarh,2022,2,278724,rajnandgaon district,28420413
chhattisgarh,2022,2,1093318,raipur district,39640873
chhattisgarh,2022,2,24061,narayanpur district,4461600
chhattisgarh,2022,2,141354,kanker district,24085013
chhattisgarh,2022,2,134912,korea district,18499768
chhattisgarh,2022,2,97870,mungeli district,7828317
chhattisgarh,2022,2,566475,bilaspur district,26797395
chhattisgarh,2022,2,105948,balrampur district,29728876
chhattisgarh,2022,2,49168,bijapur district,7363721
chhattisgarh,2022,2,125096,bemetara district,12746215
chhattisgarh,2022,2,150449,bastar district,17283265
chhattisgarh,2022,2,82174,kondagaon district,16811546
chhattisgarh,2022,2,195406,mahasamund district,22323656
chhattisgarh,2022,3,153263,dhamtari district,11525749
chhattisgarh,2022,3,352198,korba district,36228236
chhattisgarh,2022,3,142407,surajpur district,22324980
chhattisgarh,2022,3,260632,baloda bazar district,19940925
chhattisgarh,2022,3,44234,sukma district,7050939
chhattisgarh,2022,3,448366,raigarh district,35340196
chhattisgarh,2022,3,436349,janjgir champa district,18998354
chhattisgarh,2022,3,145715,jashpur district,28645837
chhattisgarh,2022,3,155200,balod district,14558886
chhattisgarh,2022,3,141814,kabirdham district,15613661
chhattisgarh,2022,3,217313,surguja district,23200906
chhattisgarh,2022,3,63734,dantewada district,6442840
chhattisgarh,2022,3,91335,gariyaband district,14953415
chhattisgarh,2022,3,707241,durg district,14611488
chhattisgarh,2022,3,292804,rajnandgaon district,32277042
chhattisgarh,2022,3,1150501,raipur district,38340572
chhattisgarh,2022,3,25375,narayanpur district,5225910
chhattisgarh,2022,3,148494,kanker district,24876178
chhattisgarh,2022,3,141899,korea district,19410454
chhattisgarh,2022,3,102902,mungeli district,8504629
chhattisgarh,2022,3,596003,bilaspur district,28673485
chhattisgarh,2022,3,111448,balrampur district,32254886
chhattisgarh,2022,3,51796,bijapur district,7150992
chhattisgarh,2022,3,131384,bemetara district,14359000
chhattisgarh,2022,3,158238,bastar district,19141042
chhattisgarh,2022,3,86322,kondagaon district,19375824
chhattisgarh,2022,3,205270,mahasamund district,24180061
chhattisgarh,2022,4,159411,dhamtari district,7228454
chhattisgarh,2022,4,368179,korba district,22261392
chhattisgarh,2022,4,148130,surajpur district,8325549
chhattisgarh,2022,4,271259,baloda bazar district,13745650
chhattisgarh,2022,4,46232,sukma district,2281717
chhattisgarh,2022,4,468010,raigarh district,26415867
chhattisgarh,2022,4,455430,janjgir champa district,23396478
chhattisgarh,2022,4,151323,jashpur district,8436769
chhattisgarh,2022,4,160952,balod district,7717813
chhattisgarh,2022,4,147742,kabirdham district,7874615
chhattisgarh,2022,4,226706,surguja district,13099334
chhattisgarh,2022,4,66503,dantewada district,2982279
chhattisgarh,2022,4,94815,gariyaband district,4520547
chhattisgarh,2022,4,740173,durg district,34025608
chhattisgarh,2022,4,304353,rajnandgaon district,15822878
chhattisgarh,2022,4,1205632,raipur district,59719682
chhattisgarh,2022,4,26527,narayanpur district,1317409
chhattisgarh,2022,4,154332,kanker district,7405374
chhattisgarh,2022,4,147963,korea district,7529926
chhattisgarh,2022,4,106916,mungeli district,5380234
chhattisgarh,2022,4,622644,bilaspur district,32396787
chhattisgarh,2022,4,115804,balrampur district,7495009
chhattisgarh,2022,4,54230,bijapur district,2631460
chhattisgarh,2022,4,136066,bemetara district,6614939
chhattisgarh,2022,4,164690,bastar district,9294343
chhattisgarh,2022,4,89611,kondagaon district,5134236
chhattisgarh,2022,4,213189,mahasamund district,11922465
chhattisgarh,2023,1,166518,dhamtari district,16265570
chhattisgarh,2023,1,384883,korba district,41420804
chhattisgarh,2023,1,154951,surajpur district,24819830
chhattisgarh,2023,1,283757,baloda bazar district,28724859
chhattisgarh,2023,1,48459,sukma district,8218775
chhattisgarh,2023,1,489890,raigarh district,39505661
chhattisgarh,2023,1,476533,janjgir champa district,19351922
chhattisgarh,2023,1,158413,jashpur district,36166820
chhattisgarh,2023,1,168030,balod district,17836497
chhattisgarh,2023,1,154630,kabirdham district,19575041
chhattisgarh,2023,1,237340,surguja district,29026056
chhattisgarh,2023,1,69509,dantewada district,7095008
chhattisgarh,2023,1,99065,gariyaband district,15884449
chhattisgarh,2023,1,773280,durg district,18019736
chhattisgarh,2023,1,317976,rajnandgaon district,43569296
chhattisgarh,2023,1,1260366,raipur district,44958888
chhattisgarh,2023,1,27764,narayanpur district,7805245
chhattisgarh,2023,1,161542,kanker district,37735279
chhattisgarh,2023,1,154793,korea district,25572535
chhattisgarh,2023,1,111884,mungeli district,11229608
chhattisgarh,2023,1,651084,bilaspur district,34174722
chhattisgarh,2023,1,121253,balrampur district,43025749
chhattisgarh,2023,1,56723,bijapur district,9955085
chhattisgarh,2023,1,142329,bemetara district,19561616
chhattisgarh,2023,1,172235,bastar district,24393291
chhattisgarh,2023,1,93464,kondagaon district,27373044
chhattisgarh,2023,1,222989,mahasamund district,27533045
chhattisgarh,2023,2,173844,dhamtari district,19250064
chhattisgarh,2023,2,401398,korba district,40545768
chhattisgarh,2023,2,162267,surajpur district,27034784
chhattisgarh,2023,2,296661,baloda bazar district,32336642
chhattisgarh,2023,2,50690,sukma district,9649561
chhattisgarh,2023,2,511511,raigarh district,42756018
chhattisgarh,2023,2,497925,janjgir champa district,20831012
chhattisgarh,2023,2,166222,jashpur district,45721536
chhattisgarh,2023,2,175570,balod district,19306680
chhattisgarh,2023,2,161970,kabirdham district,24406694
chhattisgarh,2023,2,248004,surguja district,37924511
chhattisgarh,2023,2,72600,dantewada district,9882841
chhattisgarh,2023,2,103917,gariyaband district,18146706
chhattisgarh,2023,2,803101,durg district,16283948
chhattisgarh,2023,2,332345,rajnandgaon district,45626683
chhattisgarh,2023,2,1308762,raipur district,47360752
chhattisgarh,2023,2,29067,narayanpur district,7669787
chhattisgarh,2023,2,169234,kanker district,34940544
chhattisgarh,2023,2,161824,korea district,28631465
chhattisgarh,2023,2,117278,mungeli district,12052105
chhattisgarh,2023,2,677776,bilaspur district,36174150
chhattisgarh,2023,2,127318,balrampur district,54840444
chhattisgarh,2023,2,59368,bijapur district,11978542
chhattisgarh,2023,2,149164,bemetara district,18263794
chhattisgarh,2023,2,179858,bastar district,26584711
chhattisgarh,2023,2,98296,kondagaon district,27888782
chhattisgarh,2023,2,233538,mahasamund district,33023181
chhattisgarh,2023,3,180986,dhamtari district,23509731
chhattisgarh,2023,3,418027,korba district,52055278
chhattisgarh,2023,3,169268,surajpur district,39203076
chhattisgarh,2023,3,309128,baloda bazar district,35764441
chhattisgarh,2023,3,52904,sukma district,19292109
chhattisgarh,2023,3,532938,raigarh district,54100309
chhattisgarh,2023,3,518847,janjgir champa district,23141368
chhattisgarh,2023,3,173782,jashpur district,51864491
chhattisgarh,2023,3,182908,balod district,17108716
chhattisgarh,2023,3,169090,kabirdham district,41298090
chhattisgarh,2023,3,258533,surguja district,49098709
chhattisgarh,2023,3,75691,dantewada district,11437272
chhattisgarh,2023,3,108470,gariyaband district,27738384
chhattisgarh,2023,3,834591,durg district,18459615
chhattisgarh,2023,3,346368,rajnandgaon district,65235555
chhattisgarh,2023,3,1360842,raipur district,53194674
chhattisgarh,2023,3,30277,narayanpur district,13506662
