States,Years,Quarter,Transaction_Type,Transaction_Amount,Transaction_Count
sikkim,2019,2,Others,3756445.53226958,4521
sikkim,2019,3,Peer-to-peer payments,794235862.6317357,203052
sikkim,2019,3,Merchant payments,52337322.5262961,188753
sikkim,2019,3,Recharge & bill payments,33922224.892257094,156125
sikkim,2019,3,Financial Services,548142.8999844441,288
sikkim,2019,3,Others,3672895.4901549704,4218
sikkim,2019,4,Peer-to-peer payments,1086457147.940953,508471
sikkim,2019,4,Recharge & bill payments,42705664.08625737,181287
sikkim,2019,4,Merchant payments,43954548.804204434,73992
sikkim,2019,4,Financial Services,494076.3450829056,373
sikkim,2019,4,Others,2898164.4797200123,2947
sikkim,2020,1,Peer-to-peer payments,954765350.1856782,230413
sikkim,2020,1,Recharge & bill payments,53588505.838823974,215586
sikkim,2020,1,Merchant payments,43201695.38937264,79881
sikkim,2020,1,Financial Services,175569.53933206247,345
sikkim,2020,1,Others,1745150.991195219,1893
sikkim,2020,2,Recharge & bill payments,78397187.10935993,297620
sikkim,2020,2,Peer-to-peer payments,939900165.9422412,186495
sikkim,2020,2,Merchant payments,34385184.65717751,31442
sikkim,2020,2,Financial Services,999656.0722047673,883
sikkim,2020,2,Others,936594.480283038,1291
sikkim,2020,3,Recharge & bill payments,83894642.6709112,298885
sikkim,2020,3,Peer-to-peer payments,1255521152.966514,245087
sikkim,2020,3,Merchant payments,58337178.67223759,49299
sikkim,2020,3,Financial Services,1795366.733436462,1252
sikkim,2020,3,Others,1378387.6172995246,1912
sikkim,2020,4,Peer-to-peer payments,1711730126.584541,334069
sikkim,2020,4,Recharge & bill payments,90168624.05415541,301382
sikkim,2020,4,Merchant payments,112478003.86391157,95503
sikkim,2020,4,Financial Services,2361187.592392395,1427
sikkim,2020,4,Others,2537863.027923054,2654
sikkim,2021,1,Peer-to-peer payments,1965492629.578867,403703
sikkim,2021,1,Recharge & bill payments,93174110.112334,279679
sikkim,2021,1,Merchant payments,154183320.1372872,112925
sikkim,2021,1,Financial Services,3027799.2784099854,1844
sikkim,2021,1,Others,1789867.7338266163,2038
sikkim,2021,2,Peer-to-peer payments,2125758496.616091,473141
sikkim,2021,2,Recharge & bill payments,103846501.52404109,345495
sikkim,2021,2,Merchant payments,190473176.21848944,153671
sikkim,2021,2,Financial Services,2851874.287465013,1865
sikkim,2021,2,Others,1969531.0292125773,2542
sikkim,2021,3,Peer-to-peer payments,2582075089.383399,595826
sikkim,2021,3,Recharge & bill payments,111613776.75942023,346173
sikkim,2021,3,Merchant payments,290732930.46291006,213808
sikkim,2021,3,Financial Services,2624558.3857180667,1689
sikkim,2021,3,Others,2290508.8169457563,3098
sikkim,2021,4,Peer-to-peer payments,3548508409.656125,831597
sikkim,2021,4,Recharge & bill payments,136473754.40071422,376078
sikkim,2021,4,Merchant payments,504586163.5569785,369343
sikkim,2021,4,Financial Services,3162023.7210206646,2269
sikkim,2021,4,Others,4052910.300969372,5058
sikkim,2022,1,Peer-to-peer payments,3650961081.00263,916940
sikkim,2022,1,Merchant payments,570784579.6670712,449273
sikkim,2022,1,Recharge & bill payments,139135962.10369253,371579
sikkim,2022,1,Financial Services,3062332.163804472,2124
sikkim,2022,1,Others,3487320.9262269526,4386
sikkim,2022,2,Peer-to-peer payments,4596501308.195931,1198014
sikkim,2022,2,Merchant payments,847497607.0893551,706658
sikkim,2022,2,Recharge & bill payments,162174479.6973383,411189
sikkim,2022,2,Financial Services,1861284.7969863976,1758
sikkim,2022,2,Others,3070990.527526753,4462
sikkim,2022,3,Peer-to-peer payments,4173703593.656705,1222037
sikkim,2022,3,Merchant payments,830361400.9603965,772650
sikkim,2022,3,Recharge & bill payments,153567926.32171312,397207
sikkim,2022,3,Financial Services,2851319.5479129553,1538
sikkim,2022,3,Others,2396303.4047308513,3326
sikkim,2022,4,Peer-to-peer payments,5175155338.821596,1548662
sikkim,2022,4,Merchant payments,1096220774.255463,1033541
sikkim,2022,4,Recharge & bill payments,181281682.32208142,470639
sikkim,2022,4,Financial Services,2701971.788609252,2049
sikkim,2022,4,Others,3025622.2320622765,3448
sikkim,2023,1,Peer-to-peer payments,5451626602.0,1779090
sikkim,2023,1,Merchant payments,1091745064.0,1067585
sikkim,2023,1,Recharge & bill payments,213517668.0,543957
sikkim,2023,1,Financial Services,2801184.0,2603
sikkim,2023,1,Others,2877504.0,2893
sikkim,2023,2,Peer-to-peer payments,6799375282.0,2196285
sikkim,2023,2,Merchant payments,1523202088.0,1616549
sikkim,2023,2,Recharge & bill payments,251468530.0,594826
sikkim,2023,2,Financial Services,3457083.0,2790
sikkim,2023,2,Others,2847453.0,2517
sikkim,2023,3,Peer-to-peer payments,6245427022.0,2187102
sikkim,2023,3,Merchant payments,1619166618.0,2011690
sikkim,2023,3,Recharge & bill payments,233423001.0,600784
sikkim,2023,3,Financial Services,7262131.0,3289
sikkim,2023,3,Others,1958649.0,2072
tamil-nadu,2018,1,Recharge & bill payments,646028338.3951533,3308548
tamil-nadu,2018,1,Peer-to-peer payments,10031518934.085688,2670613
tamil-nadu,2018,1,Merchant payments,272002057.1736871,326510
tamil-nadu,2018,1,Financial Services,31876073.74792233,115363
tamil-nadu,2018,1,Others,280132294.11422664,305588
tamil-nadu,2018,2,Recharge & bill payments,1189892955.8051775,4464677
tamil-nadu,2018,2,Peer-to-peer payments,18067624388.09562,4433762
tamil-nadu,2018,2,Merchant payments,517130320.4660308,627918
tamil-nadu,2018,2,Financial Services,65402385.25640666,167035
tamil-nadu,2018,2,Others,285794226.64323723,298736
tamil-nadu,2018,3,Peer-to-peer payments,26792462660.044968,8810836
tamil-nadu,2018,3,Recharge & bill payments,1521551955.205038,5148411
tamil-nadu,2018,3,Merchant payments,733189649.5729834,1290978
tamil-nadu,2018,3,Financial Services,37049222.36590697,191732
tamil-nadu,2018,3,Others,245838753.995272,332121
tamil-nadu,2018,4,Peer-to-peer payments,39180083690.57276,11538547
tamil-nadu,2018,4,Recharge & bill payments,2020329567.8245385,7093764
tamil-nadu,2018,4,Merchant payments,1742903221.432857,3145621
tamil-nadu,2018,4,Financial Services,46571758.68242933,228398
tamil-nadu,2018,4,Others,312185737.38152075,451114
tamil-nadu,2019,1,Peer-to-peer payments,51296299081.44436,18645926
tamil-nadu,2019,1,Recharge & bill payments,2695317014.8660007,8863289
tamil-nadu,2019,1,Merchant payments,1924461188.9900146,4195222
tamil-nadu,2019,1,Financial Services,31217137.545322973,193261
tamil-nadu,2019,1,Others,256742393.28426796,377347
tamil-nadu,2019,2,Peer-to-peer payments,57924128549.06981,16952961
tamil-nadu,2019,2,Recharge & bill payments,3280033639.8500404,8414514
tamil-nadu,2019,2,Merchant payments,2690331792.5060787,6296995
tamil-nadu,2019,2,Financial Services,18334602.389631532,70142
tamil-nadu,2019,2,Others,294847441.9421142,437125
tamil-nadu,2019,3,Peer-to-peer payments,70615331408.53966,21277636
tamil-nadu,2019,3,Merchant payments,4079315732.661683,10344027
tamil-nadu,2019,3,Recharge & bill payments,3964144354.4161515,9246678
tamil-nadu,2019,3,Financial Services,27213741.831077334,88261
tamil-nadu,2019,3,Others,273599406.1898495,453581
tamil-nadu,2019,4,Peer-to-peer payments,91858026341.27563,28814008
tamil-nadu,2019,4,Merchant payments,6420193204.780616,16153034
tamil-nadu,2019,4,Recharge & bill payments,4681454397.562926,11157765
tamil-nadu,2019,4,Financial Services,24332240.65556671,60624
tamil-nadu,2019,4,Others,206859328.2685905,410980
tamil-nadu,2020,1,Peer-to-peer payments,101907683045.28436,30880360
tamil-nadu,2020,1,Merchant payments,8950736938.223478,21541556
tamil-nadu,2020,1,Recharge & bill payments,5493239429.7322235,14134259
tamil-nadu,2020,1,Financial Services,41422107.813630365,61427
tamil-nadu,2020,1,Others,176604658.386683,335871
tamil-nadu,2020,2,Peer-to-peer payments,82347647064.12332,21700844
tamil-nadu,2020,2,Recharge & bill payments,6414781159.484189,18474731
tamil-nadu,2020,2,Merchant payments,6909361871.628206,11477546
tamil-nadu,2020,2,Financial Services,89189349.84916353,78584
tamil-nadu,2020,2,Others,65529451.74366937,138405
tamil-nadu,2020,3,Peer-to-peer payments,123561080533.04672,31754077
tamil-nadu,2020,3,Merchant payments,12554589575.504852,20664887
tamil-nadu,2020,3,Recharge & bill payments,7476952307.406668,17521756
tamil-nadu,2020,3,Financial Services,158512062.54590106,129671
tamil-nadu,2020,3,Others,90281020.15995154,207434
tamil-nadu,2020,4,Peer-to-peer payments,172196381789.491,47800741
tamil-nadu,2020,4,Merchant payments,24417758781.65223,41297305
tamil-nadu,2020,4,Recharge & bill payments,9462546013.163391,21563946
tamil-nadu,2020,4,Financial Services,186775413.14290395,153044
tamil-nadu,2020,4,Others,209735503.54521424,364665
tamil-nadu,2021,1,Peer-to-peer payments,206405230307.9611,57446279
tamil-nadu,2021,1,Merchant payments,30722779534.582508,53811885
tamil-nadu,2021,1,Recharge & bill payments,11115915388.739548,24826273
tamil-nadu,2021,1,Financial Services,215319360.4840321,170620
tamil-nadu,2021,1,Others,208899281.88347316,301617
tamil-nadu,2021,2,Peer-to-peer payments,216379027686.30246,60812902
tamil-nadu,2021,2,Merchant payments,33504798112.88382,52048347
tamil-nadu,2021,2,Recharge & bill payments,13155346942.255478,32753032
tamil-nadu,2021,2,Financial Services,225113402.6634022,192614
tamil-nadu,2021,2,Others,223054882.44675264,351547
tamil-nadu,2021,3,Merchant payments,52932187058.575195,85074941
tamil-nadu,2021,3,Peer-to-peer payments,296121079294.8346,83833356
tamil-nadu,2021,3,Recharge & bill payments,15613287081.611631,34751691
tamil-nadu,2021,3,Financial Services,246146707.2790811,182097
tamil-nadu,2021,3,Others,294622911.6328684,515319
tamil-nadu,2021,4,Merchant payments,70539086832.13815,117578360
tamil-nadu,2021,4,Peer-to-peer payments,353529424598.23047,104493071
tamil-nadu,2021,4,Recharge & bill payments,18979178477.53405,36163870
tamil-nadu,2021,4,Financial Services,275850497.094934,228761
tamil-nadu,2021,4,Others,400412189.80491126,691914
tamil-nadu,2022,1,Merchant payments,81798208975.87326,139788772
tamil-nadu,2022,1,Peer-to-peer payments,409631710258.4541,119383791
tamil-nadu,2022,1,Recharge & bill payments,20705079141.096962,34579431
tamil-nadu,2022,1,Financial Services,298216135.377552,241201
tamil-nadu,2022,1,Others,355987089.8306444,579955
tamil-nadu,2022,2,Merchant payments,100813133534.0309,179245529
tamil-nadu,2022,2,Peer-to-peer payments,464333108374.5711,136341691
tamil-nadu,2022,2,Recharge & bill payments,24477663683.793488,38257271
tamil-nadu,2022,2,Financial Services,233054908.96978933,202498
tamil-nadu,2022,2,Others,277767177.03123105,459948
tamil-nadu,2022,3,Merchant payments,109801011246.16069,202149276
tamil-nadu,2022,3,Peer-to-peer payments,493880482824.984,148805657
tamil-nadu,2022,3,Recharge & bill payments,27694221703.16715,41919063
tamil-nadu,2022,3,Financial Services,238069828.1652185,217741
tamil-nadu,2022,3,Others,265434770.79138052,404438
tamil-nadu,2022,4,Merchant payments,118847998736.56468,229308285
tamil-nadu,2022,4,Peer-to-peer payments,526511418812.7734,162920305
tamil-nadu,2022,4,Recharge & bill payments,29719449171.386997,43391904
tamil-nadu,2022,4,Financial Services,334812023.56560165,295740
tamil-nadu,2022,4,Others,275988847.1474179,400402
tamil-nadu,2023,1,Merchant payments,124250251559.0,248540772
tamil-nadu,2023,1,Peer-to-peer payments,554678365256.0,169269032
tamil-nadu,2023,1,Recharge & bill payments,36069237413.0,42745926
tamil-nadu,2023,1,Financial Services,303893116.0,281287
tamil-nadu,2023,1,Others,281926174.0,375370
tamil-nadu,2023,2,Merchant payments,132952561597.0,270279446
tamil-nadu,2023,2,Peer-to-peer payments,603065358975.0,181169979
tamil-nadu,2023,2,Recharge & bill payments,39784453434.0,46387359
tamil-nadu,2023,2,Financial Services,317118374.0,273888
tamil-nadu,2023,2,Others,243058635.0,318966
tamil-nadu,2023,3,Merchant payments,147481033140.0,309648502
tamil-nadu,2023,3,Peer-to-peer payments,641624213537.0,198678217
tamil-nadu,2023,3,Recharge & bill payments,43398412878.0,47138716
tamil-nadu,2023,3,Financial Services,373041817.0,320645
tamil-nadu,2023,3,Others,228563326.0,298928
telangana,2018,1,Recharge & bill payments,831912767.5937189,4209319
telangana,2018,1,Peer-to-peer payments,11748268950.760422,3307245
telangana,2018,1,Merchant payments,282899066.6137372,351474
telangana,2018,1,Financial Services,57011875.36233704,262876
telangana,2018,1,Others,388111458.2121352,391852
telangana,2018,2,Peer-to-peer payments,20748520742.57553,4784079
telangana,2018,2,Recharge & bill payments,1274130053.834579,4686542
telangana,2018,2,Merchant payments,551696487.3185428,701082
telangana,2018,2,Financial Services,85498213.25384143,277805
telangana,2018,2,Others,357356020.669816,315162
telangana,2018,3,Peer-to-peer payments,29253505738.828743,11560952
telangana,2018,3,Recharge & bill payments,1568136060.627837,5328881
telangana,2018,3,Merchant payments,855534175.4794186,1770075
telangana,2018,3,Financial Services,52554123.97376218,307312
telangana,2018,3,Others,300363110.81379545,365483
telangana,2018,4,Peer-to-peer payments,44541667501.74112,15571288
telangana,2018,4,Recharge & bill payments,2165870863.16865,7121135
telangana,2018,4,Merchant payments,2356841304.9649296,5315161
telangana,2018,4,Financial Services,64569231.23559249,392423
telangana,2018,4,Others,380139546.93821603,521147
telangana,2019,1,Peer-to-peer payments,87361237975.49301,40488967
telangana,2019,1,Merchant payments,4144368545.535969,12341901
telangana,2019,1,Recharge & bill payments,3619117615.485172,11525394
telangana,2019,1,Financial Services,54547989.275453925,463688
telangana,2019,1,Others,343989909.8750894,470752
telangana,2019,2,Peer-to-peer payments,141095702899.16147,46741594
telangana,2019,2,Merchant payments,8442740781.469844,25682382
telangana,2019,2,Recharge & bill payments,5603477828.5489645,16225017
telangana,2019,2,Financial Services,43627344.86329399,252173
telangana,2019,2,Others,490894328.3915366,709213
telangana,2019,3,Peer-to-peer payments,180342868388.36203,59981113
telangana,2019,3,Merchant payments,14308557740.55424,44035953
telangana,2019,3,Recharge & bill payments,6793699069.387364,16437222
telangana,2019,3,Financial Services,39617186.74048498,183163
telangana,2019,3,Others,445278745.3818412,857925
telangana,2019,4,Peer-to-peer payments,249346680995.99316,82587060
telangana,2019,4,Merchant payments,21510626607.08445,59347809
telangana,2019,4,Recharge & bill payments,9561315124.602655,20797056
telangana,2019,4,Financial Services,33453857.404595934,137291
telangana,2019,4,Others,294688962.659046,703042
telangana,2020,1,Peer-to-peer payments,327641798044.80554,95668911
telangana,2020,1,Merchant payments,31076431477.91269,76818285
telangana,2020,1,Recharge & bill payments,12324266104.564993,26324268
telangana,2020,1,Financial Services,59500639.38684589,88184
telangana,2020,1,Others,241784101.54604858,509877
telangana,2020,2,Peer-to-peer payments,279478553909.7438,76683293
telangana,2020,2,Merchant payments,26712043204.891262,44181999
telangana,2020,2,Recharge & bill payments,15106945863.857046,30885875
telangana,2020,2,Financial Services,134169906.74750492,116776
telangana,2020,2,Others,100126467.191328,187200
telangana,2020,3,Peer-to-peer payments,437459188905.0534,116668399
telangana,2020,3,Merchant payments,49743225885.179474,86836471
telangana,2020,3,Recharge & bill payments,18378477087.576897,32352860
telangana,2020,3,Financial Services,223377023.50525153,195857
telangana,2020,3,Others,156875854.55487928,318539
telangana,2020,4,Peer-to-peer payments,591976601278.5154,160607487
telangana,2020,4,Merchant payments,81725950703.21272,143897953
telangana,2020,4,Recharge & bill payments,22006183348.80398,38174710
telangana,2020,4,Financial Services,275357720.01805824,230134
telangana,2020,4,Others,366346176.40682477,733503
telangana,2021,1,Merchant payments,95927278280.53006,185230619
telangana,2021,1,Peer-to-peer payments,676276353116.8419,179738195
telangana,2021,1,Recharge & bill payments,26447601338.53346,46371555
telangana,2021,1,Financial Services,320153410.17969453,262473
telangana,2021,1,Others,387877900.5044867,969268
telangana,2021,2,Peer-to-peer payments,872151973637.885,230861833
telangana,2021,2,Merchant payments,123207789311.2962,205232899
telangana,2021,2,Recharge & bill payments,31877277168.343227,58637866
telangana,2021,2,Financial Services,300569264.1443888,278546
telangana,2021,2,Others,420723415.91505665,856400
telangana,2021,3,Merchant payments,159227310549.39368,286735350
telangana,2021,3,Peer-to-peer payments,981754679241.0405,271436926
telangana,2021,3,Recharge & bill payments,36434881136.01624,62744121
telangana,2021,3,Financial Services,329138539.4612142,235519
telangana,2021,3,Others,543116826.3422191,1734852
telangana,2021,4,Merchant payments,212974766412.01556,376584215
telangana,2021,4,Peer-to-peer payments,1204991223519.016,331774591
telangana,2021,4,Recharge & bill payments,44760398983.30789,66477036
telangana,2021,4,Financial Services,392141743.6705663,298871
telangana,2021,4,Others,639658842.8998816,855060
telangana,2022,1,Merchant payments,243841863780.6793,449186799
telangana,2022,1,Peer-to-peer payments,1375289566667.7056,368048408
telangana,2022,1,Recharge & bill payments,50470450179.88254,66352138
telangana,2022,1,Financial Services,394283511.9410973,284035
telangana,2022,1,Others,642005688.7661512,2582005
telangana,2022,2,Merchant payments,307468406704.909,565370506
telangana,2022,2,Peer-to-peer payments,1580014085694.835,422056582
telangana,2022,2,Recharge & bill payments,63136761649.3931,75099130
telangana,2022,2,Financial Services,324857780.5553103,245023
telangana,2022,2,Others,470432687.3850265,611316
telangana,2022,3,Merchant payments,447150646953.73706,880414292
telangana,2022,3,Peer-to-peer payments,2170173323588.53,626830752
telangana,2022,3,Recharge & bill payments,87937210666.27194,119779835
telangana,2022,3,Financial Services,442783619.09123904,340458
telangana,2022,3,Others,621900924.4423015,800064
telangana,2022,4,Merchant payments,491556008133.53546,1002521735
telangana,2022,4,Peer-to-peer payments,2393380395296.8516,694612831
telangana,2022,4,Recharge & bill payments,92136759501.42021,121188131
telangana,2022,4,Financial Services,498719426.0054372,401838
telangana,2022,4,Others,680680558.3343163,782297
telangana,2023,1,Merchant payments,369961744486.0,830385203
telangana,2023,1,Peer-to-peer payments,1898813645344.0,522865792
telangana,2023,1,Recharge & bill payments,102787343319.0,86187673
telangana,2023,1,Financial Services,458821191.0,326874
telangana,2023,1,Others,560179944.0,565916
telangana,2023,2,Merchant payments,429169888297.0,977182965
telangana,2023,2,Peer-to-peer payments,2155918289810.0,593322476
telangana,2023,2,Recharge & bill payments,112036624317.0,94107914
telangana,2023,2,Financial Services,517795343.0,354045
telangana,2023,2,Others,507337241.0,463571
telangana,2023,3,Merchant payments,480552979790.0,1128208049
telangana,2023,3,Peer-to-peer payments,2272184853961.0,647331506
telangana,2023,3,Recharge & bill payments,116319676778.0,98661838
telangana,2023,3,Financial Services,666845736.0,420147
telangana,2023,3,Others,478544808.0,424384
tripura,2018,1,Recharge & bill payments,14079439.569905948,86819
tripura,2018,1,Peer-to-peer payments,112229994.97675678,44844
tripura,2018,1,Financial Services,672247.5881710155,4842
tripura,2018,1,Merchant payments,6080959.882836086,4833
tripura,2018,1,Others,4916272.512952799,6819
tripura,2018,2,Recharge & bill payments,22554398.15273035,118171
tripura,2018,2,Peer-to-peer payments,197666881.8729688,73821
tripura,2018,2,Merchant payments,10570951.151568789,9621
tripura,2018,2,Financial Services,1264101.904810368,6925
tripura,2018,2,Others,4835385.634057636,6021
tripura,2018,3,Peer-to-peer payments,398867427.32463384,186065
tripura,2018,3,Recharge & bill payments,33484811.21282282,156308
tripura,2018,3,Merchant payments,16092396.41113394,21476
tripura,2018,3,Financial Services,1080000.0112896338,8106
tripura,2018,3,Others,4338753.080712541,5748
tripura,2018,4,Recharge & bill payments,38334816.66379926,204720
tripura,2018,4,Peer-to-peer payments,549068822.3729683,179739
tripura,2018,4,Merchant payments,31066467.633390322,50888
tripura,2018,4,Financial Services,1023126.8205747404,6441
tripura,2018,4,Others,5392365.973713988,6271
tripura,2019,1,Peer-to-peer payments,679165332.8123899,296993
tripura,2019,1,Recharge & bill payments,44429378.42277926,227997
tripura,2019,1,Merchant payments,28109966.31994779,46642
tripura,2019,1,Financial Services,461473.58856435167,4189
tripura,2019,1,Others,4728790.472138839,5105
tripura,2019,2,Peer-to-peer payments,751113516.2256755,240776
tripura,2019,2,Recharge & bill payments,48989430.60730426,218649
tripura,2019,2,Merchant payments,35275706.82877502,64829
tripura,2019,2,Financial Services,339184.3344705297,1899
tripura,2019,2,Others,6103644.851151889,6405
tripura,2019,3,Recharge & bill payments,81845425.35425141,339539
tripura,2019,3,Peer-to-peer payments,884623553.9011384,270163
tripura,2019,3,Merchant payments,44802063.64430427,68399
tripura,2019,3,Financial Services,582020.9903208594,27970
tripura,2019,3,Others,5524358.927209696,5646
tripura,2019,4,Recharge & bill payments,88001651.28693296,373779
tripura,2019,4,Peer-to-peer payments,1071507585.9983547,359076
tripura,2019,4,Merchant payments,51274033.720727704,62458
tripura,2019,4,Financial Services,377097.66713108413,2239
tripura,2019,4,Others,4239791.585043055,4272
tripura,2020,1,Recharge & bill payments,114355218.03514045,449584
tripura,2020,1,Peer-to-peer payments,1400694933.570157,366218
tripura,2020,1,Merchant payments,68590603.6377098,102861
tripura,2020,1,Financial Services,1066651.521721911,1722
tripura,2020,1,Others,4071399.6237732675,4117
tripura,2020,2,Recharge & bill payments,163220166.76643574,600206
tripura,2020,2,Peer-to-peer payments,1501452755.6890237,346863
tripura,2020,2,Merchant payments,99795973.60794038,97816
tripura,2020,2,Financial Services,2247782.5219734698,2904
tripura,2020,2,Others,2459205.000588993,4731
tripura,2020,3,Recharge & bill payments,185201997.2796099,627363
tripura,2020,3,Peer-to-peer payments,1959371082.9173033,477769
tripura,2020,3,Merchant payments,190218136.2808841,202106
tripura,2020,3,Financial Services,3141391.5755430083,3828
tripura,2020,3,Others,3886908.1625436572,6819
tripura,2020,4,Peer-to-peer payments,2683789889.83192,650386
tripura,2020,4,Recharge & bill payments,192385823.43220186,631611
tripura,2020,4,Merchant payments,296872485.4156503,357567
tripura,2020,4,Financial Services,3666639.308697606,4084
tripura,2020,4,Others,5416158.232838955,8242
tripura,2021,1,Peer-to-peer payments,2821226150.5919185,643366
tripura,2021,1,Recharge & bill payments,173211140.89346513,508718
tripura,2021,1,Merchant payments,333743281.32103896,350366
tripura,2021,1,Financial Services,2879929.222833151,3146
tripura,2021,1,Others,4281067.764165951,5827
tripura,2021,2,Peer-to-peer payments,2865655130.4313264,703728
tripura,2021,2,Recharge & bill payments,189808502.9050523,589839
tripura,2021,2,Merchant payments,404915546.5177107,440060
tripura,2021,2,Financial Services,3503925.3381061675,3656
tripura,2021,2,Others,4271255.844077852,7146
tripura,2021,3,Peer-to-peer payments,3491901741.1594186,864329
tripura,2021,3,Recharge & bill payments,215226019.57596284,620991
tripura,2021,3,Merchant payments,648504775.623629,584079
tripura,2021,3,Financial Services,3473153.087671739,2886
tripura,2021,3,Others,5028078.734792852,8915
tripura,2021,4,Peer-to-peer payments,4368786747.103016,1060915
tripura,2021,4,Merchant payments,874005407.7140213,793636
tripura,2021,4,Recharge & bill payments,241225282.07451886,650251
tripura,2021,4,Financial Services,5073898.6076811645,3635
tripura,2021,4,Others,7838128.800210228,12256
tripura,2022,1,Peer-to-peer payments,4934712034.365204,1221863
tripura,2022,1,Merchant payments,1037265262.6570499,992891
tripura,2022,1,Recharge & bill payments,262348230.9954375,641170
tripura,2022,1,Financial Services,5782533.2422681665,4351
tripura,2022,1,Others,7221703.089884497,10915
tripura,2022,2,Peer-to-peer payments,5354182193.788111,1443647
tripura,2022,2,Merchant payments,1235804019.563663,1322009
tripura,2022,2,Recharge & bill payments,278018856.17835283,638643
tripura,2022,2,Financial Services,4533635.768901512,3812
tripura,2022,2,Others,5732336.736273008,10553
tripura,2022,3,Peer-to-peer payments,6718925839.047781,1836678
tripura,2022,3,Merchant payments,1589078400.2615328,1660497
tripura,2022,3,Recharge & bill payments,329401812.4140819,745382
tripura,2022,3,Financial Services,5330626.119674753,4343
tripura,2022,3,Others,5616127.06807068,9679
tripura,2022,4,Peer-to-peer payments,8142233538.414012,2252390
tripura,2022,4,Merchant payments,1925282618.8109846,2054988
tripura,2022,4,Recharge & bill payments,373875271.19878656,874800
tripura,2022,4,Financial Services,5028488.55453164,5787
tripura,2022,4,Others,6551901.175783692,10225
tripura,2023,1,Merchant payments,2538146159.0,2991978
tripura,2023,1,Peer-to-peer payments,10170883076.0,2961284
tripura,2023,1,Recharge & bill payments,565902758.0,1146228
tripura,2023,1,Financial Services,6190362.0,7716
tripura,2023,1,Others,7160536.0,11481
tripura,2023,2,Merchant payments,2936486824.0,3654027
tripura,2023,2,Peer-to-peer payments,10396364428.0,3144448
tripura,2023,2,Recharge & bill payments,570797284.0,1112236
tripura,2023,2,Financial Services,8721399.0,8100
tripura,2023,2,Others,6760147.0,10732
tripura,2023,3,Merchant payments,3335231974.0,4388876
tripura,2023,3,Peer-to-peer payments,11300910781.0,3553878
tripura,2023,3,Recharge & bill payments,597050057.0,1144676
tripura,2023,3,Financial Services,9972113.0,11060
tripura,2023,3,Others,6058405.0,10272
uttar-pradesh,2018,1,Recharge & bill payments,1201827543.8816488,7003704
uttar-pradesh,2018,1,Peer-to-peer payments,11786969148.760597,4123625
uttar-pradesh,2018,1,Merchant payments,428301434.2754866,442436
uttar-pradesh,2018,1,Financial Services,75150444.99108115,397328
uttar-pradesh,2018,1,Others,447722351.3138524,570712
uttar-pradesh,2018,2,Recharge & bill payments,2044535461.482608,9232131
uttar-pradesh,2018,2,Peer-to-peer payments,22197440015.945545,6484369
uttar-pradesh,2018,2,Merchant payments,799920463.267408,909545
uttar-pradesh,2018,2,Financial Services,105536911.84026654,563213
uttar-pradesh,2018,2,Others,572768843.1641636,521685
uttar-pradesh,2018,3,Peer-to-peer payments,32944051606.98276,13828768
uttar-pradesh,2018,3,Recharge & bill payments,2485029062.8899517,9140873
uttar-pradesh,2018,3,Merchant payments,1012726185.1169598,2397448
uttar-pradesh,2018,3,Financial Services,76605144.65776658,603303
uttar-pradesh,2018,3,Others,493702369.5936288,544964
uttar-pradesh,2018,4,Peer-to-peer payments,48836291123.914734,15804910
uttar-pradesh,2018,4,Recharge & bill payments,3040717446.728788,11976808
uttar-pradesh,2018,4,Merchant payments,2480267671.259793,6953857
uttar-pradesh,2018,4,Financial Services,76250539.85851902,517619
uttar-pradesh,2018,4,Others,663216794.1554663,847573
uttar-pradesh,2019,1,Peer-to-peer payments,68506766330.45149,32062452
uttar-pradesh,2019,1,Recharge & bill payments,4231102032.9564486,15400713
uttar-pradesh,2019,1,Merchant payments,3105904146.2085333,8558766
uttar-pradesh,2019,1,Financial Services,43341558.48535549,389733
uttar-pradesh,2019,1,Others,637066065.9078369,912840
uttar-pradesh,2019,2,Peer-to-peer payments,87581482658.94861,27105049
uttar-pradesh,2019,2,Recharge & bill payments,5627886175.9093685,17551537
uttar-pradesh,2019,2,Merchant payments,4894223107.452321,12733089
uttar-pradesh,2019,2,Financial Services,38169259.945291094,264091
uttar-pradesh,2019,2,Others,775758168.4201038,1229734
uttar-pradesh,2019,3,Peer-to-peer payments,95134023863.97964,26990786
uttar-pradesh,2019,3,Recharge & bill payments,8000160942.595396,20359672
uttar-pradesh,2019,3,Merchant payments,7399443975.24218,19625935
uttar-pradesh,2019,3,Financial Services,51363215.14597865,258548
uttar-pradesh,2019,3,Others,683145478.0865316,1389018
uttar-pradesh,2019,4,Peer-to-peer payments,126564888408.1326,40540310
uttar-pradesh,2019,4,Recharge & bill payments,9082140369.774977,24299776
uttar-pradesh,2019,4,Merchant payments,9412924984.9687,20582052
uttar-pradesh,2019,4,Financial Services,45686806.83093811,242936
uttar-pradesh,2019,4,Others,433285937.588854,1239931
uttar-pradesh,2020,1,Peer-to-peer payments,147734706846.56177,39581157
uttar-pradesh,2020,1,Recharge & bill payments,11168417430.652225,29777603
uttar-pradesh,2020,1,Merchant payments,13072371616.871723,26741638
uttar-pradesh,2020,1,Financial Services,64365117.409359045,139990
uttar-pradesh,2020,1,Others,376573949.20359,998744
