States,Years,Quarter,Transaction_Type,Transaction_Amount,Transaction_Count
madhya-pradesh,2023,2,Peer-to-peer payments,916102516476.0,294125925
madhya-pradesh,2023,2,Recharge & bill payments,48712706741.0,73584106
madhya-pradesh,2023,2,Financial Services,289207465.0,248905
madhya-pradesh,2023,2,Others,375754606.0,579296
madhya-pradesh,2023,3,Merchant payments,255858070965.0,567760229
madhya-pradesh,2023,3,Peer-to-peer payments,929775417818.0,333209928
madhya-pradesh,2023,3,Recharge & bill payments,51434802126.0,76997837
madhya-pradesh,2023,3,Financial Services,408838885.0,318662
madhya-pradesh,2023,3,Others,344868455.0,525937
maharashtra,2018,1,Recharge & bill payments,2283567431.223535,9670237
maharashtra,2018,1,Peer-to-peer payments,18283896464.750908,5227770
maharashtra,2018,1,Merchant payments,576964070.7366859,616779
maharashtra,2018,1,Financial Services,60997258.060299724,235051
maharashtra,2018,1,Others,506188032.9539564,637197
maharashtra,2018,2,Recharge & bill payments,3725800358.6814823,12384216
maharashtra,2018,2,Peer-to-peer payments,30782831245.6586,7772336
maharashtra,2018,2,Merchant payments,1226121649.4989598,1306326
maharashtra,2018,2,Financial Services,85545909.43528841,262875
maharashtra,2018,2,Others,536758077.84638786,559987
maharashtra,2018,3,Recharge & bill payments,4547486090.186737,14371791
maharashtra,2018,3,Peer-to-peer payments,45466534003.980484,13470065
maharashtra,2018,3,Merchant payments,1702220875.4343855,2797204
maharashtra,2018,3,Financial Services,52348968.006728604,234598
maharashtra,2018,3,Others,492227795.6386977,664880
maharashtra,2018,4,Peer-to-peer payments,68974011019.10294,20824667
maharashtra,2018,4,Recharge & bill payments,5860865070.470685,18071025
maharashtra,2018,4,Merchant payments,3985195742.2480145,6047705
maharashtra,2018,4,Financial Services,77345546.53012432,325121
maharashtra,2018,4,Others,621519669.4818641,821705
maharashtra,2019,1,Peer-to-peer payments,97373087988.08871,37360716
maharashtra,2019,1,Recharge & bill payments,8256500586.651282,24540041
maharashtra,2019,1,Merchant payments,5172594695.5318,12069119
maharashtra,2019,1,Financial Services,49487746.20873056,287569
maharashtra,2019,1,Others,569019903.8604956,821624
maharashtra,2019,2,Peer-to-peer payments,130558153687.9542,42546317
maharashtra,2019,2,Recharge & bill payments,12197234771.434273,29395661
maharashtra,2019,2,Merchant payments,9728561726.767143,27854042
maharashtra,2019,2,Financial Services,45291636.10507481,182840
maharashtra,2019,2,Others,765228265.7976472,1170993
maharashtra,2019,3,Peer-to-peer payments,165731686168.5575,57991699
maharashtra,2019,3,Merchant payments,17545729507.395977,54683738
maharashtra,2019,3,Recharge & bill payments,15471698543.739597,34309301
maharashtra,2019,3,Financial Services,54108447.39407451,231467
maharashtra,2019,3,Others,814284077.8637518,1519376
maharashtra,2019,4,Merchant payments,27209874138.487556,80127804
maharashtra,2019,4,Peer-to-peer payments,227268054757.21698,78795871
maharashtra,2019,4,Recharge & bill payments,17794666215.044445,40705998
maharashtra,2019,4,Financial Services,49622863.824426055,129755
maharashtra,2019,4,Others,672210824.9770112,1501192
maharashtra,2020,1,Merchant payments,35200130304.82776,100337738
maharashtra,2020,1,Peer-to-peer payments,262541205695.8384,87067410
maharashtra,2020,1,Recharge & bill payments,21603565070.425602,50199498
maharashtra,2020,1,Financial Services,91363684.1276232,123476
maharashtra,2020,1,Others,558931962.876125,1215959
maharashtra,2020,2,Peer-to-peer payments,239933338682.6934,74295930
maharashtra,2020,2,Recharge & bill payments,23112343247.416145,60856480
maharashtra,2020,2,Merchant payments,32859184582.219048,48965388
maharashtra,2020,2,Financial Services,211733275.7829895,206461
maharashtra,2020,2,Others,242917371.3033281,466502
maharashtra,2020,3,Peer-to-peer payments,351555554813.2122,108436214
maharashtra,2020,3,Merchant payments,60171102123.94888,100808237
maharashtra,2020,3,Recharge & bill payments,27915727882.59293,58082283
maharashtra,2020,3,Financial Services,333669599.61883616,325453
maharashtra,2020,3,Others,331024593.0721529,658737
maharashtra,2020,4,Merchant payments,103804638603.74611,189845640
maharashtra,2020,4,Peer-to-peer payments,485747881733.823,151741840
maharashtra,2020,4,Recharge & bill payments,31556917821.77767,64556682
maharashtra,2020,4,Financial Services,418399992.5395771,398409
maharashtra,2020,4,Others,627692680.4078207,1078433
maharashtra,2021,1,Merchant payments,129493046208.15726,253043309
maharashtra,2021,1,Peer-to-peer payments,599213284361.7993,187021609
maharashtra,2021,1,Recharge & bill payments,40057211827.15962,76389103
maharashtra,2021,1,Financial Services,492900202.68315214,439551
maharashtra,2021,1,Others,630909553.4508264,966668
maharashtra,2021,2,Merchant payments,150864465217.02304,247194293
maharashtra,2021,2,Peer-to-peer payments,719859665693.5271,228551961
maharashtra,2021,2,Recharge & bill payments,43154405548.44597,96271138
maharashtra,2021,2,Financial Services,536780917.0359157,504252
maharashtra,2021,2,Others,699738247.6695637,1094842
maharashtra,2021,3,Merchant payments,216701984638.98932,390051884
maharashtra,2021,3,Peer-to-peer payments,890860873379.5576,296951706
maharashtra,2021,3,Recharge & bill payments,50242023586.056046,103943973
maharashtra,2021,3,Financial Services,579098938.658318,448646
maharashtra,2021,3,Others,873324624.1826177,1477851
maharashtra,2021,4,Merchant payments,305512280091.4157,540351277
maharashtra,2021,4,Peer-to-peer payments,1109862480618.2227,361865450
maharashtra,2021,4,Recharge & bill payments,58087950922.43887,105990417
maharashtra,2021,4,Financial Services,707102765.3058928,606265
maharashtra,2021,4,Others,1188658731.1175365,1918093
maharashtra,2022,1,Merchant payments,340240479374.36835,646277671
maharashtra,2022,1,Peer-to-peer payments,1274889182430.209,411989717
maharashtra,2022,1,Recharge & bill payments,64507860103.55089,108896881
maharashtra,2022,1,Financial Services,677612619.2786882,583243
maharashtra,2022,1,Others,1084139453.7274752,1758926
maharashtra,2022,2,Merchant payments,428469294407.1603,810961772
maharashtra,2022,2,Peer-to-peer payments,1501201968773.8115,470258043
maharashtra,2022,2,Recharge & bill payments,75110969246.16316,124280427
maharashtra,2022,2,Financial Services,559321829.4503716,490152
maharashtra,2022,2,Others,930827919.303539,1542719
maharashtra,2022,3,Merchant payments,432250721734.13074,876618082
maharashtra,2022,3,Peer-to-peer payments,1434565548650.9136,483481713
maharashtra,2022,3,Recharge & bill payments,79360150487.36568,124545840
maharashtra,2022,3,Financial Services,571583115.6687979,521362
maharashtra,2022,3,Others,831183386.4681726,1222420
maharashtra,2022,4,Merchant payments,502660888415.46185,1025666187
maharashtra,2022,4,Peer-to-peer payments,1622619308526.9614,535142126
maharashtra,2022,4,Recharge & bill payments,83576414221.03232,126118544
maharashtra,2022,4,Financial Services,699276779.1906543,620124
maharashtra,2022,4,Others,914951674.4842072,1228291
maharashtra,2023,1,Merchant payments,502987953087.0,1134579287
maharashtra,2023,1,Peer-to-peer payments,1752752577223.0,572326605
maharashtra,2023,1,Recharge & bill payments,104828264973.0,139414546
maharashtra,2023,1,Financial Services,763120514.0,667987
maharashtra,2023,1,Others,953990262.0,1280074
maharashtra,2023,2,Merchant payments,567713506184.0,1289778683
maharashtra,2023,2,Peer-to-peer payments,1923752701888.0,620475611
maharashtra,2023,2,Recharge & bill payments,112846643294.0,151613474
maharashtra,2023,2,Financial Services,821061690.0,697164
maharashtra,2023,2,Others,870693412.0,1152916
maharashtra,2023,3,Merchant payments,623156210487.0,1442968360
maharashtra,2023,3,Peer-to-peer payments,2006148405860.0,689021709
maharashtra,2023,3,Recharge & bill payments,120947991569.0,156785138
maharashtra,2023,3,Financial Services,1088491523.0,824436
maharashtra,2023,3,Others,831084802.0,1078944
manipur,2018,1,Recharge & bill payments,6463184.554711691,50212
manipur,2018,1,Peer-to-peer payments,115495173.55796441,26382
manipur,2018,1,Financial Services,412579.53985461866,2660
manipur,2018,1,Merchant payments,3616475.6407912206,1614
manipur,2018,1,Others,2058760.6368871084,3201
manipur,2018,2,Recharge & bill payments,11541247.784420915,77991
manipur,2018,2,Peer-to-peer payments,232157389.7914803,60365
manipur,2018,2,Financial Services,1241901.2660397931,5992
manipur,2018,2,Merchant payments,5366759.827729835,4041
manipur,2018,2,Others,2902422.6498233806,3332
manipur,2018,3,Peer-to-peer payments,357768750.1845896,95204
manipur,2018,3,Recharge & bill payments,13912990.484925149,81323
manipur,2018,3,Merchant payments,9180953.977358334,7396
manipur,2018,3,Financial Services,333081.6368315,2577
manipur,2018,3,Others,2135468.510417797,2758
manipur,2018,4,Recharge & bill payments,18898063.282383174,113507
manipur,2018,4,Peer-to-peer payments,562009595.9601889,104872
manipur,2018,4,Merchant payments,20685433.28430717,13333
manipur,2018,4,Financial Services,307325.2437723951,1452
manipur,2018,4,Others,3783141.5353601985,2946
manipur,2019,1,Peer-to-peer payments,619919870.7455351,127067
manipur,2019,1,Recharge & bill payments,22106830.369149238,120000
manipur,2019,1,Merchant payments,14580183.380707521,15190
manipur,2019,1,Financial Services,174777.17283837448,800
manipur,2019,1,Others,3116398.755848917,2352
manipur,2019,2,Peer-to-peer payments,679785849.1398683,120153
manipur,2019,2,Recharge & bill payments,23573234.273060285,116500
manipur,2019,2,Merchant payments,15996651.145700552,18044
manipur,2019,2,Financial Services,91955.01538259834,387
manipur,2019,2,Others,3342252.5754885403,2341
manipur,2019,3,Recharge & bill payments,36634657.049143404,180057
manipur,2019,3,Peer-to-peer payments,803335616.6325192,144965
manipur,2019,3,Merchant payments,20490224.443041254,17683
manipur,2019,3,Financial Services,367865.7884662621,358
manipur,2019,3,Others,2723638.649764262,1945
manipur,2019,4,Recharge & bill payments,44202546.57396081,212136
manipur,2019,4,Peer-to-peer payments,1123258478.445069,211927
manipur,2019,4,Merchant payments,30486780.446382143,23094
manipur,2019,4,Financial Services,240641.7657683481,548
manipur,2019,4,Others,2709234.857456133,1639
manipur,2020,1,Peer-to-peer payments,2458093401.740467,451733
manipur,2020,1,Recharge & bill payments,62688260.379548095,285234
manipur,2020,1,Merchant payments,74202067.0664826,78067
manipur,2020,1,Financial Services,354184.4660589617,622
manipur,2020,1,Others,3252467.2243867153,3145
manipur,2020,2,Peer-to-peer payments,2980242535.075443,533206
manipur,2020,2,Recharge & bill payments,107589094.29890464,450830
manipur,2020,2,Merchant payments,106540409.29886684,92110
manipur,2020,2,Financial Services,1457570.8004862315,1676
manipur,2020,2,Others,3106603.331810386,5246
manipur,2020,3,Peer-to-peer payments,4301284799.331292,774786
manipur,2020,3,Recharge & bill payments,113190539.14969069,464659
manipur,2020,3,Merchant payments,195132026.6311202,170653
manipur,2020,3,Financial Services,1593035.944066228,1878
manipur,2020,3,Others,4775719.8143366445,8192
manipur,2020,4,Peer-to-peer payments,5172499337.530437,892853
manipur,2020,4,Recharge & bill payments,114202616.34869762,436450
manipur,2020,4,Merchant payments,307902115.38207734,289050
manipur,2020,4,Financial Services,2448402.9142817147,1806
manipur,2020,4,Others,5172086.283260544,7693
manipur,2021,1,Peer-to-peer payments,6402367883.667423,1117829
manipur,2021,1,Recharge & bill payments,223955812.58644393,796590
manipur,2021,1,Merchant payments,433297594.1352152,377280
manipur,2021,1,Financial Services,4385333.1754908115,3398
manipur,2021,1,Others,6280890.914669826,8438
manipur,2021,2,Peer-to-peer payments,7041837917.785187,1372821
manipur,2021,2,Recharge & bill payments,305103750.5728581,1187952
manipur,2021,2,Merchant payments,531484849.4914169,510734
manipur,2021,2,Financial Services,4256098.232237183,4165
manipur,2021,2,Others,7145346.314942012,10603
manipur,2021,3,Peer-to-peer payments,9134806594.52819,1819423
manipur,2021,3,Recharge & bill payments,367664440.53237265,1368584
manipur,2021,3,Merchant payments,889317377.086526,735707
manipur,2021,3,Financial Services,5625517.975461649,3460
manipur,2021,3,Others,9447098.78230339,14222
manipur,2021,4,Peer-to-peer payments,10998828287.529043,2199970
manipur,2021,4,Recharge & bill payments,412791673.8037664,1451488
manipur,2021,4,Merchant payments,1229517397.4561875,1013985
manipur,2021,4,Financial Services,5941100.580610943,4671
manipur,2021,4,Others,11393578.842227157,17325
manipur,2022,1,Peer-to-peer payments,12169368063.4095,2517626
manipur,2022,1,Recharge & bill payments,469035958.34841275,1528476
manipur,2022,1,Merchant payments,1489604137.2090888,1247205
manipur,2022,1,Financial Services,6057615.527015026,4878
manipur,2022,1,Others,10435303.87979853,15494
manipur,2022,2,Peer-to-peer payments,12704512238.809605,2843426
manipur,2022,2,Merchant payments,1757831052.0706987,1709547
manipur,2022,2,Recharge & bill payments,448637966.718931,1533778
manipur,2022,2,Financial Services,4753628.558008127,4069
manipur,2022,2,Others,7175748.992065379,14812
manipur,2022,3,Peer-to-peer payments,12927705072.13747,3127266
manipur,2022,3,Merchant payments,2010460357.0881667,1829741
manipur,2022,3,Recharge & bill payments,432182393.84038734,1379911
manipur,2022,3,Financial Services,4671353.405444902,4524
manipur,2022,3,Others,6411090.828254536,11300
manipur,2022,4,Peer-to-peer payments,13133729481.472115,3259645
manipur,2022,4,Merchant payments,2074698993.4220653,1828984
manipur,2022,4,Recharge & bill payments,406031254.0798015,1325391
manipur,2022,4,Financial Services,5754919.963910458,4691
manipur,2022,4,Others,5742049.403589871,9959
manipur,2023,1,Peer-to-peer payments,7281781083.0,1703742
manipur,2023,1,Merchant payments,1083073192.0,933135
manipur,2023,1,Recharge & bill payments,214427498.0,613398
manipur,2023,1,Financial Services,3178295.0,3529
manipur,2023,1,Others,3104024.0,4579
manipur,2023,2,Peer-to-peer payments,3763543566.0,812842
manipur,2023,2,Merchant payments,569980400.0,499534
manipur,2023,2,Recharge & bill payments,127777535.0,290239
manipur,2023,2,Financial Services,1430976.0,1849
manipur,2023,2,Others,1144176.0,1807
manipur,2023,3,Peer-to-peer payments,3054677807.0,450548
manipur,2023,3,Merchant payments,418107590.0,222132
manipur,2023,3,Recharge & bill payments,131240898.0,189582
manipur,2023,3,Financial Services,3551704.0,2290
manipur,2023,3,Others,708602.0,926
meghalaya,2018,1,Recharge & bill payments,6028476.149090356,31857
meghalaya,2018,1,Peer-to-peer payments,55943496.515886314,13274
meghalaya,2018,1,Merchant payments,2395888.4397623385,1605
meghalaya,2018,1,Financial Services,144318.2545571151,532
meghalaya,2018,1,Others,1738080.43060439,2303
meghalaya,2018,2,Recharge & bill payments,9657896.164724296,42625
meghalaya,2018,2,Peer-to-peer payments,101140464.66239843,19894
meghalaya,2018,2,Merchant payments,3663446.436220131,2929
meghalaya,2018,2,Financial Services,580648.3434132106,592
meghalaya,2018,2,Others,1962212.2350756058,1817
meghalaya,2018,3,Recharge & bill payments,14231601.453371253,60625
meghalaya,2018,3,Peer-to-peer payments,187460582.05754715,40832
meghalaya,2018,3,Merchant payments,5458930.689379572,5802
meghalaya,2018,3,Financial Services,552674.5783359876,748
meghalaya,2018,3,Others,2149872.755760235,2283
meghalaya,2018,4,Recharge & bill payments,18100891.637344178,82962
meghalaya,2018,4,Peer-to-peer payments,301941442.7059927,58952
meghalaya,2018,4,Merchant payments,14434314.193342488,15768
meghalaya,2018,4,Financial Services,190875.18848979956,763
meghalaya,2018,4,Others,2918155.2795046642,2687
meghalaya,2019,1,Recharge & bill payments,23006751.795504905,98817
meghalaya,2019,1,Peer-to-peer payments,358932132.1046898,90694
meghalaya,2019,1,Merchant payments,14297275.230527855,16073
meghalaya,2019,1,Financial Services,62335.064750311045,659
meghalaya,2019,1,Others,2738667.957962149,2498
meghalaya,2019,2,Recharge & bill payments,27248605.429233357,108812
meghalaya,2019,2,Peer-to-peer payments,446537199.17356837,97407
meghalaya,2019,2,Merchant payments,15600927.006629137,22588
meghalaya,2019,2,Financial Services,106800.75308155928,460
meghalaya,2019,2,Others,3437756.744766518,3019
meghalaya,2019,3,Recharge & bill payments,38916251.42165714,155949
